"Category of Data","Table","Column","ct_name","code_iaids","meaning","Data Type eADMS","Length eADMS","short_desc","Question_Def","Code meaning","typeofchange","Change_notes"
"eADMS Data","Findings","findings_code",,"01022911XX","Aircraft - Aircraft systems - Hydraulic power system - Accumulator, main","char",,,,"The component that provides for pressure surges to maintain a constant pressure in the system. Typical parts are accumulator, seal, end cap, air valve, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022912XX","Aircraft - Aircraft systems - Hydraulic power system - Filter, main","char",,,,"The component which filters sediment from the hydraulic fluid in the main system. Typical parts are seal, gasket, housing, element, packing, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022913XX","Aircraft - Aircraft systems - Hydraulic power system - Pump, main","char",,,,"The component that provides hydraulic fluid pressure to using systems but does not include the using systems. Includes power packs incorporating integral pumps, electric motors, and solenoids used in certain light aircraft models. Also includes pumps such",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022914XX","Aircraft - Aircraft systems - Hydraulic power system - Handpump, main","char",,,,"The manually actuated pump for emergency system pressure. Typical parts are handle, lever, seal, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022915XX","Aircraft - Aircraft systems - Hydraulic power system - Pressure relief, main","char",,,,"The unit which relieves system relief pressure at a preset pressure. Typical parts are seal, spring, housing, relief valve, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022916XX","Aircraft - Aircraft systems - Hydraulic power system - Reservoir, main","char",,,,"The component which stores hydraulic fluid. Typical parts are reservoir, filler cap, filler neck, sight gauge, seal, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022917XX","Aircraft - Aircraft systems - Hydraulic power system - Pressure regulator, main","char",,,,"The unit that maintains a preset operating system pressure to the using systems. Typical parts are regulator, seal, case, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022920XX","Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, auxiliary system","char",,,,"The portion of the main system which is classified as auxiliary, emergency, or standby, and which is used to supplement or take the place of the main hydraulic fluid to the using system. Does not include the supply valves to the using systems. Typical par",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2503","Aircraft parked/standing","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01022921XX","Aircraft - Aircraft systems - Hydraulic power system - Accumulator, auxiliary","char",,,,"The component which provides for pressure surge to maintain a constant pressure in the auxiliary system. Typical parts are accumulator, seal, end cap and air valve, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022922XX","Aircraft - Aircraft systems - Hydraulic power system - Filter, auxiliary","char",,,,"The component which filters sediment from the hydraulic fluid in the auxiliary system. Typical parts are seal, gasket, housing, element, and packing, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022923XX","Aircraft - Aircraft systems - Hydraulic power system - Pump, auxiliary","char",,,,"The component which provides hydraulic fluid pressure to the using auxiliary system. Typical parts are pump, motor, shaft, brushes, case, seal, switches, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022924XX","Aircraft - Aircraft systems - Hydraulic power system - Handpump, auxiliary","char",,,,"The component which provides hydraulic fluid pressure to the using and hand-powered auxiliary pump system.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022925XX","Aircraft - Aircraft systems - Hydraulic power system - Pressure relief, auxiliary","char",,,,"The unit which relieves auxiliary system pressure. Typical parts are seal, spring, housing, relief valve, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022926XX","Aircraft - Aircraft systems - Hydraulic power system - Reservoir, auxiliary","char",,,,"The unit which stores auxiliary hydraulic fluid. Typical parts are reservoir, filler cap, filler neck, sight gauge, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022927XX","Aircraft - Aircraft systems - Hydraulic power system - Pressure regulator, auxiliary","char",,,,"The unit that maintains a preset operating system pressure to the using auxiliary hydraulic system. Typical parts are regulator, seal, case, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022930XX","Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, indicating system","char",,,,"For reports of hydraulic pressure and quantity indicating system parts other than the indicator or sensor or for parts common to both pressure and quantity systems.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2505","Animal(s)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2506","Approach light/navaid","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01022931XX","Aircraft - Aircraft systems - Hydraulic power system - Pressure indicator","char",,,,"The instrument and associated low pressure warning system that registers system pressure. Typical parts are indicator, warn lamp, bulb, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022932XX","Aircraft - Aircraft systems - Hydraulic power system - Pressure sensor","char",,,,"The components that sense system pressure and transmit a signal to the cockpit indicator or low pressure warning lamp. Typical parts are transmitter, pressure switch, sensor, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022933XX","Aircraft - Aircraft systems - Hydraulic power system - Quantity indicator","char",,,,"The instrument and associated low level warning system which registers reservoir fluid quantity. Typical parts are indicator, lamp, bulb, sight gage, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022934XX","Aircraft - Aircraft systems - Hydraulic power system - Quantity sensor","char",,,,"The components that sense the fluid level and low level warning and transmit a signal to the quantity indicator. Typical parts are transmitter, sensor, float switch, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01022997XX","Aircraft - Aircraft systems - Hydraulic power system - Hyd pwr sys wiring","char",,,,"For reports indicating a problem with wiring specific to the Hydraulic Power System.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023000XX","Aircraft - Aircraft systems - Ice/rain protection system - (general)","char",,,,"The units and components which provide a means of preventing or disposing of formation of ice and rain on various parts of the aircraft. Includes miscellaneous items with insufficient information to file in a specific JASC 3000 series code. Does not inclu",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023010XX","Aircraft - Aircraft systems - Ice/rain protection system - Airfoil anti-ice, deice","char",,,,"The system components and parts including the boots, which provide for wing and empennage leading edge ice prevention or removal. Does not include ducts upstream of the airfoil control/selector valves. Typical parts are timer, valve, switch, hose, flow va",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2508","Building (nonresidential)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2509","Electrical tower (marked)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2510","Electrical tower","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01023020XX","Aircraft - Aircraft systems - Ice/rain protection system - Intake anti-ice, deice","char",,,,"The system and components that eliminate or prevent the formation of ice in or around air intakes such as turbine engine cowling. Does not include engine anti-icing reports filed in JASC code 7510. Includes the electrically heated boot at the air intake l",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023030XX","Aircraft - Aircraft systems - Ice/rain protection system - Pitot/static anti-ice","char",,,,"The heating elements in the pitot-static pick up heads to eliminate or prevent the formation of ice. Does not include defects with the pitot or static systems. Typical parts are element, switch, wiring, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023040XX","Aircraft - Aircraft systems - Ice/rain protection system - Windows/windshields & doors","char",,,,"The system and components which is used to clear, eliminate or prevent the formation of rain, ice or",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023050XX","Aircraft - Aircraft systems - Ice/rain protection system - Antenna/radome anti-ice","char",,,,"The system which is used to eliminate or prevent the formation of ice on antennas and radomes.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023060XX","Aircraft - Aircraft systems - Ice/rain protection system - Prop/rotor anti-ice, deice","char",,,,"The system components and parts which are used to eliminate or prevent the formation of ice on propellers and rotors. Includes electrically heated systems, and alcohol spray systems. Does not include the system parts on the rotating portion of the propell",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023070XX","Aircraft - Aircraft systems - Ice/rain protection system - Water line anti-ice","char",,,,"The system that is used for prevention of ice in water supply and drain lines.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023080XX","Aircraft - Aircraft systems - Ice/rain protection system - Ice detection","char",,,,"The system which is used to detect and indicate the formation of ice. Typical parts are panel, detector, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2512","Guy wire","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2513","Other person","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2514","Residence","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2515","Runway light","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01023097XX","Aircraft - Aircraft systems - Ice/rain protection system - Ice/rain prot sys wiring","char",,,,"For reports indicating a problem with wiring specific to the Ice/Rain Protection System.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023100XX","Aircraft - Aircraft systems - Indicating/recording systems - (general)","char",,,,"The pictorial coverage of all instrument panels and controls. Procedural coverage of those systems, which give visual or aural warning of conditions in systems which record, store, or compute data from unrelated systems. Includes the system or units which",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023110XX","Aircraft - Aircraft systems - Indicating/recording systems - Instrument panel","char",,,,"The removable cockpit instrument and control panels. Includes the mounting hardware and shock absorbing devices.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023120XX","Aircraft - Aircraft systems - Indicating/recording systems - Indep instrument (clock, etc)","char",,,,"The units which measures time, logs elapsed time of operation, or measures acceleration/deceleration forces. Typical parts are hour meter, pressure switch, line, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023130XX","Aircraft - Aircraft systems - Indicating/recording systems - Data recorders (flight/maint)","char",,,,"The unit which continuously records critical flight, aircraft and powerplant system data, such as attitude, air speed, altitude, engine power, etc., to be used in the event of a crash. Includes the system and parts that provide a source of power and input",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023140XX","Aircraft - Aircraft systems - Indicating/recording systems - Central computers (e.g. EICAS)","char",,,,"The systems and components used for computing data from a number of different sources without a preponderance of functions in any one system, for call up on a display. Includes integrated instrument systems such as engine, airplane power and central warni",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023150XX","Aircraft - Aircraft systems - Indicating/recording systems - Central warning","char",,,,"The panels and associated circuitry which warn of potential problems in two or more independent or related systems. Warnings can be either audible or visual. Typical parts are annunciator panel, relay, lamp, PC board, diode, throttle microswitch, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023160XX","Aircraft - Aircraft systems - Indicating/recording systems - Central display","char",,,,"The systems and components which give visual display of conditions in unrelated systems.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023170XX","Aircraft - Aircraft systems - Indicating/recording systems - Automatic data","char",,,,"The systems and components used for collating and computing data from unrelated systems and transmitting the same automatically. Includes \"aircraft to satellite data relay\" (ASDAR) system and components.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023197XX","Aircraft - Aircraft systems - Indicating/recording systems - Instrument wiring","char",,,,"For reports indicating a problem with wiring specific to the Instrument Systems.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023200XX","Aircraft - Aircraft systems - Landing gear system - (general)","char",,,,"The units and components which furnish a means of supporting and steering the aircraft on the ground or water, and make it possible to retract and store the landing gear in flight. Includes the functioning and maintenance aspects of the landing gear doors",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023201XX","Aircraft - Aircraft systems - Landing gear system - Landing gear/wheel fairing","char",,,,"The wheel fairings and attaching parts. Typical parts are bracket, fender, fairing, etc. The fairing location such as \"nose wheel\" should be shown in the \"Part Location\" field.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023210XX","Aircraft - Aircraft systems - Landing gear system - Main landing gear","char",,,,"The miscellaneous parts of the main landing gear system which cannot be directly associated with a specific main gear code, such as attachment, emergency flotation or strut, axle, truck, etc. This code is not to be used for the retraction/extension system",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023211XX","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec","char",,,,"The parts and assemblies, which attach the main landing gear to the airframe, structure. An entry in the \"Part Location\" field should include a reference to \"left or right\" gear. Typical parts are fitting, bolt, U-bolt, casting, supports, attaching hardwa",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2517","Tree(s)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2518","Utility pole (marked)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2519","Utility pole","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01023212XX","Aircraft - Aircraft systems - Landing gear system - Emergency floatation section","char",,,,"The helicopter inflatable floats and attaching parts which permit emergency landings on water. The float make and model, as well as the aircraft make and model should be included in the report. Typical parts are float valve, hose, bracket, cylinder, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023213XX","Aircraft - Aircraft systems - Landing gear system - Main gear strut/axle/truck","char",,,,"The main landing gear components and parts such as struts, axles, trucks which support the aircraft on the ground or water. Typical parts are shock device, torque link, beam and skid/shock device on rotorcraft.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023220XX","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear","char",,,,"The miscellaneous parts of the nose or tail gear system which cannot be directly associated with a specific nose/tail gear code such as attachment, struts, axles, etc. This code is not to be used for extension/retraction mechanism, steering/dampening syst",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023221XX","Aircraft - Aircraft systems - Landing gear system - Nose/tail gear attach section","char",,,,"The parts and assemblies that attach the nose/tail gear to the airframe structure. Applicable to fixed or retractable type landing gear.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023222XX","Aircraft - Aircraft systems - Landing gear system - Nose/tail gear strut/axle","char",,,,"The nose gear component parts such as shock struts and axles, which support the aircraft on the ground. Torque links are included but steering/shimmy dampening systems and units are excluded.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023230XX","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys","char",,,,"The miscellaneous parts of the retraction and extension systems other than actuators, and door actuating mechanism. Location, such as nose, right or left main should be referenced in the \"Part Location\" field unless the defective part is common to all loc",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023231XX","Aircraft - Aircraft systems - Landing gear system - Landing gear door retract sec","char",,,,"The nose and main landing gear door actuating system parts other than the actuator. Excludes door structure and hinges, which are to be filed in JASC code 5280. Typical parts are bellcrank, rod, sequence valve, latch, lines, hoses, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3007","Not approved","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01023232XX","Aircraft - Aircraft systems - Landing gear system - Landing gear door actuator","char",,,,"The actuating units that open and close the landing gear doors. Position on the aircraft (nose, left, or right main) should be shown in the \"Part Location\" field.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023233XX","Aircraft - Aircraft systems - Landing gear system - Landing gear actuator","char",,,,"The actuating units which retract and extend the nose or main gear. This includes electric motors, hydraulic cylinders but not self-contained electric motor driven hydraulic pumps such as power packs, which are filed in JASC code 2913. Specify “main gear”",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023234XX","Aircraft - Aircraft systems - Landing gear system - Landing gear selector","char",,,,"The selector valves, switches, or control levers used to direct a power source to actuators for gear",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023240XX","Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system","char",,,,"The brake system miscellaneous parts other than the brake assembly, master cylinder, power valve and anti-skid system. Includes the pressure source and associated system for emergency brake actuation, and brake anti-ice system. Typical parts are line, hos",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
